2025-05-15 16:49:43.328 | INFO:root:1/17
2025-05-15 16:49:43.700 | INFO:root:2/17
2025-05-15 16:49:43.855 | INFO:root:3/17
2025-05-15 16:49:44.196 | INFO:root:4/17
2025-05-15 16:49:44.685 | INFO:root:5/17
2025-05-15 16:49:44.987 | INFO:root:6/17
2025-05-15 16:49:45.100 | INFO:root:7/17
2025-05-15 16:49:45.251 | INFO:root:8/17
2025-05-15 16:50:03.240 | INFO:root:9/17
2025-05-15 16:50:04.148 | INFO:root:10/17
2025-05-15 16:50:04.578 | INFO:root:11/17
2025-05-15 16:50:05.182 | INFO:root:12/17
2025-05-15 16:50:05.282 | INFO:root:13/17
2025-05-15 16:50:05.400 | INFO:root:14/17
2025-05-15 16:50:05.456 | INFO:root:15/17
2025-05-15 16:50:05.537 | INFO:root:16/17
2025-05-15 16:50:08.860 | INFO:root:17/17
2025-05-15 16:50:08.876 | INFO:root:262 unaligned words (of 326)
2025-05-15 16:50:45.311 | INFO:root:after 2nd pass: 227 unaligned words (of 326)
2025-05-15 16:50:45.486 | INFO:root:done with transcription.
